# toimiala ; tyyppi ; tunnus ; nimi ; jakaja ; CCY
osakerahasto ; F ; GYLLSFIRMA ; Gyllenberg Small Firm A ; 1
osakerahasto ; F ; GYLLSFIRMB ; Gyllenberg Small Firm B ; 1
osakerahasto ; F ; HANAMERICA ; Handelsbanken America ; 1
osakerahasto ; F ; HANEASTERN ; Handelsbanken Eastern Europe ; 1
osakerahasto ; F ; HANEACTIVE ; Handelsbanken Euro Active ; 1
osakeindeksirahasto ; F ; HBFINEUROPAINDEXA1 ; HANDELSBANKEN EUROPAFOND INDEX ; 1
osakerahasto ; F ; HANEUAGGR ; Handelsbanken Eurooppa Agressiivinen ; 1
osakerahasto ; F ; HANEUROPA ; Handelsbanken Europa ; 1
osakerahasto ; F ; HANGLOBIT ; Handelsbanken Global IT ; 1
osakerahasto ; F ; HANINTL ; Handelsbanken International ; 1
osakerahasto ; F ; HANJAPAN ; Handelsbanken Japan ; 1
osakerahasto ; F ; HANNORDIC ; Handelsbanken Nordic ; 1
osakerahasto ; F ; HANSMCAPGR ; Handelsbanken Nordic Small Cap Growth ; 1
osakerahasto ; F ; HANOSAKE ; Handelsbanken Osake ; 1
osakerahasto ; F ; HANPACIFIC ; Handelsbanken Pacific ; 1
osakerahasto ; F ; HANSWEDEN ; Handelsbanken Sweden ; 1
osakerahasto ; F ; SAMPOBALTK ; Mandatum Baltic Kasvu ; 1
osakerahasto ; F ; SAMPOBALTT ; Mandatum Baltic Tuotto ; 1
osakerahasto ; F ; MANDAASIA ; Mandatum Emerging Aasia A ; 1
osakerahasto ; F ; MANDAASIB ; Mandatum Emerging Aasia B ; 1
osakerahasto ; F ; LEONIAEUKA ; Mandatum European Growth Kasvu ; 1
osakerahasto ; F ; LEONIAEUKB ; Mandatum European Growth Tuotto ; 1
osakerahasto ; F ; MANDEUROOP ; Mandatum Eurooppa A ; 1
osakerahasto ; F ; MANDEUROOB ; Mandatum Eurooppa B ; 1
osakerahasto ; F ; MANDGLOBAL ; Mandatum Global ; 1
osakerahasto ; F ; LEONIATEKA ; Mandatum Global Tech Kasvu ; 1
osakerahasto ; F ; LEONIATEKB ; Mandatum Global Tech Tuotto ; 1
osakerahasto ; F ; MANDITSFI ; Mandatum IT Small Firm ; 1
osakerahasto ; F ; MANDKULTA ; Mandatum Kulta K ; 1
osakerahasto ; F ; MANDOSAKE ; Mandatum Osake ; 1
osakerahasto ; F ; MANDRUSSIA ; Mandatum Russia K ; 1
osakerahasto ; F ; LEONIAKAOA ; Mandatum Suomi Kasvuosake Kasvu ; 1
osakerahasto ; F ; LEONIAKAOB ; Mandatum Suomi Kasvuosake Tuotto ; 1
osakerahasto ; F ; NAASIAK ; Nordea Aasia.fi Kasvu ; 1
osakerahasto ; F ; NAASIAT ; Nordea Aasia.fi Tuotto ; 1
osakerahasto ; F ; NAMERIKAK ; Nordea Amerikka Kasvu ; 1
osakerahasto ; F ; NAMERIKAT ; Nordea Amerikka Tuotto ; 1
osakerahasto ; F ; NAVANTIK ; Nordea Avanti Kasvu ; 1
osakerahasto ; F ; NAVANTIT ; Nordea Avanti Tuotto ; 1
osakerahasto ; F ; NBIOTEKK ; Nordea Biotekniikka Kasvu ; 1
osakerahasto ; F ; NBIOTEKT ; Nordea Biotekniikka Tuotto ; 1
osakerahasto ; F ; NEURINDBK ; Nordea Eurooppa indeksirahasto B Kasvu ; 100 ; EUR
osakerahasto ; F ; NEURINDBT ; Nordea Eurooppa indeksirahasto B Tuotto ; 100 ; EUR
osakerahasto ; F ; NJAPANIK ; Nordea Japani Kasvu ; 100 ; EUR
osakerahasto ; F ; NJAPANIT ; Nordea Japani Tuotto ; 100 ; EUR
osakerahasto ; F ; NKIINAK ; Nordea Kiina Kasvu ; 100 ; EUR
osakerahasto ; F ; NMAAILMAK ; Nordea Maailma Kasvu ; 100
osakerahasto ; F ; NMAAILMAT ; Nordea Maailma Tuotto ; 100
osakerahasto ; F ; NSMALLCAPK ; Nordea Nordic Small Cap Kasvu ; 1
osakerahasto ; F ; NSMALLCAPT ; Nordea Nordic Small Cap Tuotto ; 1
osakerahasto ; F ; NVENAJAK ; Nordea Venäjä Kasvu ; 100 ; EUR 
osakerahasto ; F ; NVENAJAT ; Nordea Venäjä Tuotto ; 100 ; EUR
osakerahasto ; F ; NSUOMIINDK; Nordea Suomi indeksirahasto B Kasvu; 100 ; EUR
osakerahasto ; F ; NNORDSMK ; Nordea Nordic Small Cap Kasvu ; 100 ; EUR
osakerahasto ; F ; ODINFIN ; ODIN Finland ; 1
osakerahasto ; F ; ODINMARITI ; ODIN Maritim ; 1
osakerahasto ; F ; ODINNORDEN ; ODIN Norden ; 1
osakerahasto ; F ; ODINNORGE ; ODIN Norge ; 1
osakerahasto ; F ; ODINOFFSH ; ODIN Offshore ; 1
osakerahasto ; F ; ODINSVERIG ; ODIN Sverige ; 1; EUR
osakerahasto ; F ; OPDELTA ; OP-Delta -sijoitusrahasto ; 1
osakerahasto ; F ; OPEUROKAS ; OP-Euro Kasvu -sijoitusrahasto ; 1
osakerahasto ; F ; OPEUROOSA ; OP-Euro Osake -Sijoitusrahasto ; 1
osakerahasto ; F ; OPMEDICAL ; OP-Medical ; 1
osakerahasto ; F ; OPMETSA ; OP-Metsä -sijoitusrahasto ; 1
osakerahasto ; F ; OPTEKNO ; OP-Teknologia ; 1
osakerahasto ; F ; OPTRENDI ; OP-Trendi ; 1
osakerahasto ; F ; OPSEUROIND ; OPSTOCK Euro Index ; 1
osakerahasto ; F ; OPSGLOBEQU ; OPSTOCK Global Equity ; 1
osakerahasto ; F ; ROBURAMERI ; Roburs Amerikafond ; 1
osakerahasto ; F ; ROBURCONTU ; Roburs Contura ; 1
osakerahasto ; F ; ROBURJAPAN ; Roburs Japanfond ; 1
osakerahasto ; F ; ROBURKOMM ; Roburs Kommunikationsfond ; 1
osakerahasto ; F ; ROBURPACIF ; Roburs Pacificfonden ; 1
osakerahasto ; F ; ROBURPRIVA ; Roburs Privatiseringsfond ; 1
osakerahasto ; F ; ROBURYSSLA ; Roburs Rysslandsfond ; 1
osakerahasto ; F ; ROBURROVAR ; Roburs Råvarfond ; 1
osakerahasto ; F ; ROBURSKOG ; Roburs Skogsfond ; 1
osakerahasto ; F ; ROBURSEURO ; Roburs Småbolagsfond Europa ; 1
osakerahasto ; F ; ROBUROSTEU ; Roburs Östeuropafond ; 1
osakerahasto ; F ; SEBEUROEQ ; SEB A European Equity Fund ; 1
osakerahasto ; F ; SEBINTERNE ; SEB Internetfond ; 1
osakerahasto ; F ; SEBBALTIC ; SEB Lux CS - Baltic Smaller Companies ; 1
osakerahasto ; F ; SEBOSTERJS ; SEB Östersjöfond/WWF ; 1
osakerahasto ; F ; LEONIAKMOA ; Sampo Kompassi Osake Kasvu ; 1
osakerahasto ; F ; LEONIAASIA ; Sampo-Leonia Aasia Kasvu ; 1
osakerahasto ; F ; LEONIAASIB ; Sampo-Leonia Aasia Tuotto ; 1
osakerahasto ; F ; LEONIABILA ; Sampo-Leonia Biolife Kasvu ; 1
osakerahasto ; F ; LEONIABILB ; Sampo-Leonia Biolife Tuotto ; 1
osakerahasto ; F ; LEONIAEUOA ; Sampo-Leonia Euro Osake Kasvu ; 1
osakerahasto ; F ; LEONIAEUOB ; Sampo-Leonia Euro Osake Tuotto ; 1
osakerahasto ; F ; LEONIAKMOB ; Sampo-Leonia Kompassi Osake Tuotto ; 1
osakerahasto ; F ; LEONIAOSAA ; Sampo-Leonia Osake Kasvu ; 1
osakerahasto ; F ; LEONIAOSKA ; Sampo-Leonia Osake Konvergenssi Kasvu ; 1
osakerahasto ; F ; LEONIAOSKB ; Sampo-Leonia Osake Konvergenssi Tuotto ; 1
osakerahasto ; F ; LEONIAOSAB ; Sampo-Leonia Osake Tuotto ; 1
osakerahasto ; F ; LEONIAPAOA ; Sampo-Leonia Pohjois-Amerikka Kasvu ; 1
osakerahasto ; F ; LEONIAPAOB ; Sampo-Leonia Pohjois-Amerikka Tuotto ; 1
osakerahasto ; F ; SAMPOEUROA ; Sampo-Leonia Sektorit (Eurooppa) Kasvu ; 1
osakerahasto ; F ; SAMPOEUROB ; Sampo-Leonia Sektorit (Eurooppa) Tuotto ; 1
osakerahasto ; F ; SAMPOSEMAA ; Sampo-Leonia Sektorit (Maailma) Kasvu ; 1
osakerahasto ; F ; SAMPOSEMAB ; Sampo-Leonia Sektorit (Maailma) Tuotto ; 1
osakerahasto ; F ; SAMPOSUOMA ; Sampo-Leonia Sektorit (Suomi) Kasvu ; 1
osakerahasto ; F ; SAMPOSUOMB ; Sampo-Leonia Sektorit (Suomi) Tuotto ; 1
osakerahasto ; F ; SAMPOUEURA ; Sampo-Leonia Uudet Yhtiöt (Eurooppa) Kas ; 1
osakerahasto ; F ; SAMPOUEURB ; Sampo-Leonia Uudet Yhtiöt (Eurooppa) Tuo ; 1
osakerahasto ; F ; LEONIAYHOA ; Sampo-Leonia Yhteisöosake Kasvu ; 1
osakerahasto ; F ; LEONIAYHOB ; Sampo-Leonia Yhteisöosake Tuotto ; 1
osakerahasto ; F ; PHOEBUSA ; Seligson Phoebus A ; 1 ; EUR ; Suomi
osakerahasto ; F ; PHOEBUSB ; Seligson Phoebus B ; 1 ; EUR ; Suomi
osakerahasto ; F ; SELIGJAPA ; Seligson Aasia A; 1 ; EUR ; Aasia
osakerahasto ; F ; SELIGJAPB ; Seligson Aasia B; 1 ; EUR ; Aasia
osakerahasto ; F ; SELIGEURA ; Seligson Eurooppa A ; 1 ; EUR ; Eurooppa
osakerahasto ; F ; SELIGEURB ; Seligson Eurooppa B ; 1 ; EUR ; Eurooppa
osakerahasto ; F ; SELIGKEHMA ; Seligson Kehittyvät markkinat; 1 ; EUR ; Kehittyvät
osakerahasto ; F ; SELIGSUOMA ; Seligson Suomi A; 1 ; EUR ; Suomi
osakerahasto ; F ; SELIGSUOMB ; Seligson Suomi B; 1 ; EUR ; Suomi
osakerahasto ; F ; SELIGPAMA ; Seligson Pohjois-Amerikka A; 1 ; EUR ; USA
osakerahasto ; F ; SELIGPAMB ; Seligson Pohjois-Amerikka B; 1 ; EUR ; USA
osakerahasto ; F ; SELIGPHARA ; Seligson Pharos A; 1
osakerahasto ; F ; SELIGPHARB ; Seligson Pharos B; 1
osakerahasto ; F ; TROPLATAMA ; Tropico LatAm A; 1 ; EUR ; Kehittyvät
osakerahasto ; F ; SKAGGLO; Skagen Global ; 1
osakerahasto ; F ; AKTIASPOSB ; Sp-Osakerahasto B ; 1
osakerahasto ; F ; TAPHYVINV ; Tapiola Hyvinvointi ; 1
osakerahasto ; F ; TAPINSTIT ; Tapiola Instituutio ; 1
osakerahasto ; F ; TAPTRENDI ; Tapiola Trendi ; 1
osakerahasto ; F ; TAPTULEVA ; Tapiola Tulevaisuus ; 1
osakerahasto ; F ; NEUROPAPLK ; Trevise Euroland Kasvu ; 1
osakerahasto ; F ; NEUROPAPLT ; Trevise Euroland Tuotto ; 1
osakerahasto ; F ; TREVISEGLK ; Trevise Global Equity Fund Kasvu ; 1
osakerahasto ; F ; HIIEURO50 ; Veritas Euro 50 ; 1
osakerahasto ; F ; HIIKASVU ; Veritas Kasvu ; 1
osakerahasto ; F ; WIPMLGA ; WIP Market Leaders Global A ; 1
osakerahasto ; F ; WIPMLGB ; WIP Market Leaders Global B ; 1
osakerahasto ; F ; WIPSMALLT ; WIP Pikkujättiläiset ; 1
osakerahasto ; F ; WIPVALUEA ; WIP Value Visions A ; 1
osakerahasto ; F ; WIPVALUEB ; WIP Value Visions B ; 1
osakerahasto ; F ; ALBGLOBLUA ; Ålandsbanken Global Blue Chip A ; 1
osakerahasto ; F ; ALBGLOBLUB ; Ålandsbanken Global Blue Chip B ; 1
yhdistelmärahasto ; F ; AKTIASECA ; Aktia Secura A ; 1
yhdistelmärahasto ; F ; AKTIASECB ; Aktia Secura B ; 1
yhdistelmärahasto ; F ; ALFEUROPTA ; Alfred Berg Opt. Eur. A ; 1
yhdistelmärahasto ; F ; ALFEUROPTB ; Alfred Berg Opt. Eur. B ; 1
yhdistelmärahasto ; F ; ABERGOPTIA ; Alfred Berg Optimal A ; 1
yhdistelmärahasto ; F ; ABERGOPTIB ; Alfred Berg Optimal B ; 1
yhdistelmärahasto ; F ; ALFOPTNOR ; Alfred Berg Optimal Norden ; 1
yhdistelmärahasto ; F ; AURATELLUS ; Aurator Tellus ; 1
yhdistelmärahasto ; F ; CAROPTIMI ; Carnegie Optimi+ ; 1
yhdistelmärahasto ; F ; CARPLUS ; Carnegie Plus ; 1
yhdistelmärahasto ; F ; CARSIJOIT ; Carnegie Sijoitus+ ; 1
yhdistelmärahasto ; F ; CONAKTIVEA ; Conventum Aktive A ; 1
yhdistelmärahasto ; F ; CONAKTIVEB ; Conventum Aktive B ; 1
yhdistelmärahasto ; F ; CONFORTEA ; Conventum Forte A ; 1
yhdistelmärahasto ; F ; CONFORTEB ; Conventum Forte B ; 1
yhdistelmärahasto ; F ; CONKOROSA ; Conventum Korko+Osake A ; 1
yhdistelmärahasto ; F ; CONKOROSB ; Conventum Korko+Osake B ; 1
yhdistelmärahasto ; F ; CONSOLIDA ; Conventum Solid A ; 1
yhdistelmärahasto ; F ; CONSOLIDB ; Conventum Solid B ; 1
yhdistelmärahasto ; F ; CONVISIONA ; Conventum Vision A ; 1
yhdistelmärahasto ; F ; CONVISIONB ; Conventum Vision B ; 1
yhdistelmärahasto ; F ; EVLIEUMIXA ; Evli Euro Mix A ; 1
yhdistelmärahasto ; F ; EVLIEUMIXB ; Evli Euro Mix B ; 1
yhdistelmärahasto ; F ; EVLIEUALLA ; Evli European Allocation A ; 1
yhdistelmärahasto ; F ; EVLIEUALLB ; Evli European Allocation B ; 1
yhdistelmärahasto ; F ; EVLIGMM25A ; Evli Global Multi Manager 25 A ; 1
yhdistelmärahasto ; F ; EVLIGMM25B ; Evli Global Multi Manager 25 B ; 1
yhdistelmärahasto ; F ; EVLIGMM50A ; Evli Global Multi Manager 50 A ; 1
yhdistelmärahasto ; F ; EVLIGMM50B ; Evli Global Multi Manager 50 B ; 1
yhdistelmärahasto ; F ; EVLIMIXA ; Evli Mix A ; 1
yhdistelmärahasto ; F ; EVLIMIXB ; Evli Mix B ; 1
yhdistelmärahasto ; F ; FIMFORTE ; FIM Forte ; 1
yhdistelmärahasto ; F ; FIDEUROBAL ; Fidelity Euro Balanced ; 1
yhdistelmärahasto ; F ; FIDDEFENSI ; Fidelity FPS Defensive ; 1
yhdistelmärahasto ; F ; FIDGLOBGRO ; Fidelity FPS Global Growth ; 1
yhdistelmärahasto ; F ; FIDGROWTH ; Fidelity FPS Growth ; 1
yhdistelmärahasto ; F ; FIDMGROWTH ; Fidelity FPS Moderate Growth ; 1
yhdistelmärahasto ; F ; FFBLANCE ; Fleming Balanced A ; 1
yhdistelmärahasto ; F ; GYLL20A ; Gyllenberg 20 A ; 1
yhdistelmärahasto ; F ; GYLL20B ; Gyllenberg 20 B ; 1
yhdistelmärahasto ; F ; GYLL50A ; Gyllenberg 50 A ; 1
yhdistelmärahasto ; F ; GYLL50B ; Gyllenberg 50 B ; 1
yhdistelmärahasto ; F ; GYLL80A ; Gyllenberg 80 A ; 1
yhdistelmärahasto ; F ; GYLL 80 B ; Gyllenberg 80 B ; 1
yhdistelmärahasto ; F ; GYLLEUBALA ; Gyllenberg European Balanced A ; 1
yhdistelmärahasto ; F ; GYLLEUBALB ; Gyllenberg European Balanced B ; 1
yhdistelmärahasto ; F ; GYLLFORUMA ; Gyllenberg Forum A ; 1
yhdistelmärahasto ; F ; GYLLFORUMB ; Gyllenberg Forum B ; 1
yhdistelmärahasto ; F ; GYLLFOUNDA ; Gyllenberg Foundation A ; 1
yhdistelmärahasto ; F ; GYLLFOUNDB ; Gyllenberg Foundation B ; 1
yhdistelmärahasto ; F ; GYLLINTA ; Gyllenberg International A ; 1
yhdistelmärahasto ; F ; GYLLINTB ; Gyllenberg International B ; 1
yhdistelmärahasto ; F ; GYLLOPTIMA ; Gyllenberg Optimum A ; 1
yhdistelmärahasto ; F ; GYLLOPTIMB ; Gyllenberg Optimum B ; 1
yhdistelmärahasto ; F ; HANMULTI ; Handelsbanken Multimarket ; 1
yhdistelmärahasto ; F ; LEONIAIEUA ; Mandatum Itä-Eurooppa Kasvu ; 1
yhdistelmärahasto ; F ; LEONIAIEUB ; Mandatum Itä-Eurooppa Tuotto ; 1
yhdistelmärahasto ; F ; MANDNEUTRA ; Mandatum Neutral ; 1
yhdistelmärahasto ; F ; MANDOPTIMI ; Mandatum Optimi ; 1
yhdistelmärahasto ; F ; NGRANIITK ; Nordea Graniitti Kasvu ; 1
yhdistelmärahasto ; F ; NGRANIITT ; Nordea Graniitti Tuotto ; 1
yhdistelmärahasto ; F ; NOPTIMAPLK ; Nordea Optima Plus Kasvu ; 1
yhdistelmärahasto ; F ; NOPTIMAPLT ; Nordea Optima Plus Tuotto ; 1
yhdistelmärahasto ; F ; NOPTIMAK ; Nordea Optima.fi Kasvu ; 1
yhdistelmärahasto ; F ; NOPTIMAT ; Nordea Optima.fi Tuotto ; 1
yhdistelmärahasto ; F ; NPRBALANCK ; Nordea Pro Balance Kasvu ; 1
yhdistelmärahasto ; F ; NPRBALANCT ; Nordea Pro Balance Tuotto ; 1
yhdistelmärahasto ; F ; PIRKKAOP ; OP-Pirkka -Sijoitusrahasto ; 1
yhdistelmärahasto ; F ; OPTUOTTO ; OP-Tuotto -sijoitusrahasto ; 1
yhdistelmärahasto ; F ; OPSGLOBBAL ; OPSTOCK Global Balanced ; 1
yhdistelmärahasto ; F ; LEONIARVOA ; Sampo-Leonia Arvo Kasvu ; 1
yhdistelmärahasto ; F ; LEONIARVOB ; Sampo-Leonia Arvo Tuotto ; 1
yhdistelmärahasto ; F ; LEONIAEUYA ; Sampo-Leonia Euro Yhdistelmä Kasvu ; 1
yhdistelmärahasto ; F ; LEONIAEUYB ; Sampo-Leonia Euro Yhdistelmä Tuotto ; 1
yhdistelmärahasto ; F ; LEONIAGLOA ; Sampo-Leonia Globaali Yhdistelmä Kasvu ; 1
yhdistelmärahasto ; F ; LEONIAGLOB ; Sampo-Leonia Globaali Yhdistelmä Tuotto ; 1
yhdistelmärahasto ; F ; LEONIAKMSA ; Sampo-Leonia Kompassi Säästö Kasvu ; 1
yhdistelmärahasto ; F ; LEONIAKMSB ; Sampo-Leonia Kompassi Säästö Tuotto ; 1
yhdistelmärahasto ; F ; LEONIAKUPA ; Sampo-Leonia Kultapossu Kasvu ; 1
yhdistelmärahasto ; F ; SAMPO2010A ; Sampo-Leonia Tavoite 2010 Kasvu ; 1
yhdistelmärahasto ; F ; SAMPO2010B ; Sampo-Leonia Tavoite 2010 Tuotto ; 1
yhdistelmärahasto ; F ; SAMPO2020A ; Sampo-Leonia Tavoite 2020 Kasvu ; 1
yhdistelmärahasto ; F ; SAMPO2020B ; Sampo-Leonia Tavoite 2020 Tuotto ; 1
yhdistelmärahasto ; F ; SAMPO2030A ; Sampo-Leonia Tavoite 2030 Kasvu ; 1
yhdistelmärahasto ; F ; SAMPO2030B ; Sampo-Leonia Tavoite 2030 Tuotto ; 1
yhdistelmärahasto ; F ; AKTIASPYHB ; Sp-Yhdistelmärahasto B ; 1
yhdistelmärahasto ; F ; TAP2010 ; Tapiola 2010 ; 1
yhdistelmärahasto ; F ; TAP2015 ; Tapiola 2015 ; 1
yhdistelmärahasto ; F ; TAP2020 ; Tapiola 2020 ; 1
yhdistelmärahasto ; F ; TAP2025 ; Tapiola 2025 ; 1
yhdistelmärahasto ; F ; TAPMAAILMA ; Tapiola Maailma ; 1
yhdistelmärahasto ; F ; NAAAK ; Trevise AAA Kasvu ; 1
yhdistelmärahasto ; F ; NAAAT ; Trevise AAA Tuotto ; 1
yhdistelmärahasto ; F ; ALBEUACTPA ; Ålandsbanken Europe Active Portfolio A ; 1
yhdistelmärahasto ; F ; ALBEUACTPB ; Ålandsbanken Europe Active Portfolio B ; 1
yhdistelmärahasto ; F ; ALBSHINDLA ; Ålandsbanken Share Index Loan A ; 1
yhdistelmärahasto ; F ; ALBSHINDLB ; Ålandsbanken Share Index Loan B ; 1
korkorahasto ; F ; FIDESHYBA ; Fides High Yield Bond A ; 1
korkorahasto ; F ; FIDESHYBB ; Fides High Yield Bond B ; 1
korkorahasto ; F ; LEONIAKMKA ; Sampo-Leonia Kompassi Korko Kasvu ; 1
korkorahasto ; F ; LEONIAKMKB ; Sampo-Leonia Kompassi Korko Tuotto ; 1
korkorahasto ; F ; LEONIAKONA ; Sampo-Leonia Korko Konvergenssi Kasvu ; 1
korkorahasto ; F ; LEONIAKONB ; Sampo-Leonia Korko Konvergenssi Tuotto ; 1
lyhyen koron rahasto ; F ; AKTIALIKVI ; Aktia Likvida ; 1
lyhyen koron rahasto ; F ; ALFBEUROKA ; Alfred Berg Euro Korko A ; 1
lyhyen koron rahasto ; F ; ALFBEUROKB ; Alfred Berg Euro Korko B ; 1
lyhyen koron rahasto ; F ; ALFEKPROA ; Alfred Berg Euro Korko Pro A ; 1
lyhyen koron rahasto ; F ; ALFEKPROB ; Alfred Berg Euro Korko Pro B ; 1
lyhyen koron rahasto ; F ; AURALIKVID ; Aurator Likvidi ; 1
lyhyen koron rahasto ; F ; CARNEGILIK ; Carnegie Likvidi ; 1
lyhyen koron rahasto ; F ; CONEUROLI ; Conventum Euro Likvidi ; 1
lyhyen koron rahasto ; F ; EQLYHYTK ; EQ lyhytkorko kasvu ; 1
lyhyen koron rahasto ; F ; EVLIEUKOR ; Evli Euro Korko ; 1
lyhyen koron rahasto ; F ; EVLIMMPA ; Evli Money Manager+ Kasvu ; 1
lyhyen koron rahasto ; F ; EVLIMMPB ; Evli Money Manager+ Tuotto ; 1
lyhyen koron rahasto ; F ; FIMLIKVIDI ; FIM Likvidi ; 1
lyhyen koron rahasto ; F ; FIDEURCASH ; Fidelity Euro Cash ; 1
lyhyen koron rahasto ; F ; FIDUSDCASH ; Fidelity US Dollar Cash ; 1
lyhyen koron rahasto ; F ; GYLLMONEYA ; Gyllenberg Money Manager A ; 1
lyhyen koron rahasto ; F ; GYLLMONEYB ; Gyllenberg Money Manager B ; 1
lyhyen koron rahasto ; F ; HANKORKOA ; Handelsbanken Eurokorko A ; 1
lyhyen koron rahasto ; F ; HANKORKOB ; Handelsbanken Eurokorko B ; 1
lyhyen koron rahasto ; F ; MANDLIKVID ; Mandatum Likvidi ; 1
lyhyen koron rahasto ; F ; NEUROKORK ; Nordea Euro Korko Kasvu ; 1
lyhyen koron rahasto ; F ; NEUROKORT ; Nordea Euro Korko Tuotto ; 1
lyhyen koron rahasto ; F ; NKORKOK ; Nordea Korko.fi Kasvu ; 1
lyhyen koron rahasto ; F ; NKORKOT ; Nordea Korko.fi Tuotto ; 1
lyhyen koron rahasto ; F ; NPROEKORK ; Nordea Pro Euro Korko Kasvu ; 1
lyhyen koron rahasto ; F ; NPROEKORT ; Nordea Pro Euro Korko Tuotto ; 1
lyhyen koron rahasto ; F ; OPMARKKA ; OP-Markka-sijoitusrahasto ; 1
lyhyen koron rahasto ; F ; LEONIAKORA ; Sampo Korko Kasvu ; 1
lyhyen koron rahasto ; F ; LEONIAKORB ; Sampo Korko Tuotto ; 1
lyhyen koron rahasto ; F ; LEONIAYHKA ; Sampo Yhteisökorko Kasvu ; 1
lyhyen koron rahasto ; F ; LEONIAYHKB ; Sampo Yhteisökorko Tuotto ; 1
lyhyen koron rahasto ; F ; SAMPOLKORA ; Sampo-Leonia Euro Lyhytkorko Kasvu ; 1
lyhyen koron rahasto ; F ; SAMPOLKORB ; Sampo-Leonia Euro Lyhytkorko Tuotto ; 1
lyhyen koron rahasto ; F ; SELIGRAHAA ; Seligson Rahamarkkinarahasto A ; 1
lyhyen koron rahasto ; F ; SELIGRAHAB ; Seligson Rahamarkkinarahasto B ; 1
lyhyen koron rahasto ; F ; TAPRAHAMA ; Tapiola Rahamarkkina ; 1
keskipitkän koron rahasto ; F ; ALFAVKAST ; Alfred Berg Avkastningsfond ; 1
keskipitkän koron rahasto ; F ; ALFEURKORA ; Alfred Berg Euro Yhdistelmäkorko A ; 1
keskipitkän koron rahasto ; F ; ALFEURKORB ; Alfred Berg Euro Yhdistelmäkorko B ; 1
keskipitkän koron rahasto ; F ; CONEUROYHT ; Conventum Euro Julkisyhteisö ; 1
keskipitkän koron rahasto ; F ; EVLIEUYHKA ; Evli Euro Yhdistelmäkorko A ; 1
keskipitkän koron rahasto ; F ; EVLIEUYHKB ; Evli Euro Yhdistelmäkorko B ; 1
keskipitkän koron rahasto ; F ; NEMIDIKORK ; Nordea Euro Midi Korko Kasvu ; 1
keskipitkän koron rahasto ; F ; NEMIDIKORT ; Nordea Euro Midi Korko Tuotto ; 1
keskipitkän koron rahasto ; F ; ALBEUBOA ; Ålandsbanken Euro Bond A ; 1
keskipitkän koron rahasto ; F ; ALBEUBOB ; Ålandsbanken Euro Bond B ; 1
pitkän koron rahasto ; F ; AKTFMINTA ; Aktia Interest A ; 1
pitkän koron rahasto ; F ; AKTFMINTB ; Aktia Interest B ; 1
pitkän koron rahasto ; F ; ALFEUOBLA ; Alfred Berg Euro Obligaatio A ; 1
pitkän koron rahasto ; F ; ALFEUOBLB ; Alfred Berg Euro Obligaatio B ; 1
pitkän koron rahasto ; F ; ALFEOBPROA ; Alfred Berg Euro Obligaatio Pro A ; 1
pitkän koron rahasto ; F ; ALFEOBPROB ; Alfred Berg Euro Obligaatio Pro B ; 1
pitkän koron rahasto ; F ; CARNEGIKOR ; Carnegie Eurokorko ; 1
pitkän koron rahasto ; F ; CARCORPEUC ; Carnegie Corporate Bond C ; 1
pitkän koron rahasto ; F ; CONEUROBLA ; Conventum Euro Obligaatio A ; 1
pitkän koron rahasto ; F ; CONEUROBLB ; Conventum Euro Obligaatio B ; 1
pitkän koron rahasto ; F ; EVLICORPBA ; Evli Corporate Bond A ; 1
pitkän koron rahasto ; F ; EVLICORPBB ; Evli Corporate Bond B ; 1
pitkän koron rahasto ; F ; EVLIEUOBLA ; Evli Euro Valtionobligaatio A ; 1
pitkän koron rahasto ; F ; EVLIEUOBLB ; Evli Euro Valtionobligaatio B ; 1
pitkän koron rahasto ; F ; EVLIEHYA ; Evli European High Yield A ; 1
pitkän koron rahasto ; F ; EVLIEHYB ; Evli European High Yield B ; 1
pitkän koron rahasto ; F ; FIMEURO ; FIM Euro ; 1
pitkän koron rahasto ; F ; FIDEURBOND ; Fidelity Euro Bond ; 1
pitkän koron rahasto ; F ; FIDINTBOND ; Fidelity International Bond ; 1
pitkän koron rahasto ; F ; FIDGBPBOND ; Fidelity Sterling Bond ; 1
pitkän koron rahasto ; F ; FIDUSDBOND ; Fidelity US Dollar Bond ; 1
pitkän koron rahasto ; F ; FIDESEUBA ; Fides Eurobond A ; 1
pitkän koron rahasto ; F ; FIDESEUBB ; Fides Eurobond B ; 1
pitkän koron rahasto ; F ; FNOREMUBAC ; Firstnordic EMU Bond Accumulation ; 1
pitkän koron rahasto ; F ; FNOREMUBDI ; Firstnordic EMU Bond Distribution ; 1
pitkän koron rahasto ; F ; FNORUSDBAC ; Firstnordic US Dollar Bond Accumulation ; 1
pitkän koron rahasto ; F ; FFEMMERDE ; Fleming Emerging Markets Debt A ; 1
pitkän koron rahasto ; F ; FFEUROBON ; Fleming Euro Bond A ; 1
pitkän koron rahasto ; F ; FFHIGHYLD ; Fleming European High Yield Bond A ; 1
pitkän koron rahasto ; F ; FFINTBOND ; Fleming Global Bond A ; 1
pitkän koron rahasto ; F ; FFSTERBON ; Fleming Sterling Bond A ; 1
pitkän koron rahasto ; F ; FFUSDBOND ; Fleming USD Bond Fund ; 1
pitkän koron rahasto ; F ; GYLLBONDA ; Gyllenberg Bond A ; 1
