# toimiala ; tyyppi ; tunnus ; nimi ; jakaja ; CCY
vanhat osakkeet ; X ; TAF1V ; Tamfelt ; 1 ; EUR
vanhat osakkeet ; X ; TPO1V ; Tampereen Puhelin ; 1
vanhat osakkeet ; X ; TCN1V ; Tecnomen (ennen sulautum) ; 1
vanhat osakkeet ; X ; TEC1V ; Technopolis ; 1
vanhat osakkeet ; X ; TPS1V ; Technopolis ; 1 ; EUR
vanhat osakkeet ; X ; TEN1V ; Tecnomen (ennen tunnusmuutosta); 1
vanhat osakkeet ; X ; TEC1V ; Tectia ; 1 ; EUR
vanhat osakkeet ; X ; TLA1V ; Tekla ; 1 ; EUR
vanhat osakkeet ; X ; TLAAV ; Tekla A ; 1
vanhat osakkeet ; X ; TLSVAIHMO ; TeliaSonera myyntioikeus ; 1
vanhat osakkeet ; X ; TLS1VSR111 ; TeliaSonera myyntioikeus ; 1 ; EUR ; Ruotsi
vanhat osakkeet ; X ; TLS1V ; TeliaSonera ; 1 ; EUR ; Ruotsi
vanhat osakkeet ; X ; TEP1S ; Tervak. Puuhamaa ; 1
vanhat osakkeet ; X ; SUT1V ; Terveystalo healthcare ; 1
vanhat osakkeet ; X ; TIE1V ; Tieto ; 1 ; EUR
vanhat osakkeet ; X ; TIX1V ; Tieto-X ; 1
vanhat osakkeet ; X ; TJT1V ; TJ Group ; 1
vanhat osakkeet ; X ; TMA1V ; Tilamarkkinat-yhtiöt ; 1
vanhat osakkeet ; X ; TRO1V ; Tamro ; 1
vanhat osakkeet ; X ; TII1V ; Tiimari ; 1 ; EUR
vanhat osakkeet ; X ; TURCS ; Turkistuottajat C ; 1
vanhat osakkeet ; X ; TUT1V ; Turvatiimi ; 1 ; EUR
vanhat osakkeet ; X ; TARAS ; Turun Arvok. A ; 1
vanhat osakkeet ; X ; UN ; Unilever ; 1 ; USD ; Eurooppa
vanhat osakkeet ; X ; UNR1V ; Uponor ; 1
vanhat osakkeet ; X ; VAC1V ; Vacon ; 1 ; EUR
vanhat osakkeet ; X ; VALAS ; Valmet A ; 1
vanhat osakkeet ; X ; VAMPS ; Valtameri E ; 1
vanhat osakkeet ; X ; VCCAV ; Vestcap A ; 1
vanhat osakkeet ; X ; VCCBV ; Vestcap B ; 1
vanhat osakkeet ; X ; VMP ; Vmp ; 1 ; EUR
vanhat osakkeet ; X ; UHI1V ; Ühispank ; 1
vanhat osakkeet ; X ; UPM1V ; UPM-Kymmene ; 1
vanhat osakkeet ; X ; YTY1V ; YIT-Yhtymä ; 1
vanhat osakkeet ; X ; YLEPS ; Yleiselektroniikka E ; 1
vanhat osakkeet ; X ; YEINT ; Yleiselektroniikka E ; 1 ; EUR^
vanhat osakkeet ; X ; YOM1V ; Yomi ; 1
vanhat osakkeet ; X ; WAT1V ; Vaahto Group ; 1 ; EUR
vanhat osakkeet ; X ; WAT1S ; Vaahto Group A ; 1
vanhat osakkeet ; X ; WATKV ; Vaahto Group K ; 1
vanhat osakkeet ; X ; WEN1V ; Wecan Electronics ; 1
vanhat osakkeet ; X ; WIC1V ; Westend ICT ; 1 ; EUR
vanhat osakkeet ; X ; ZEE1V ; Zeeland ; 1 ; EUR
vanhat osakkeet ; X ; KFT ; Kraft ; 1 ; USD
vanhat rahastot ; Y ; CONGLOBALA ; Conventum Global A ; 1
vanhat rahastot ; Y ; CONGLOBALB ; Conventum Global B ; 1
vanhat rahastot ; Y ; HANKORKO ; Handelsbanken Eurokorko ; 1
vanhat rahastot ; Y ; HANSAINV ; Hansa Investment Fund ; 1
vanhat rahastot ; Y ; MERAASIAK ; Merita Aasia Kasvu ; 1
vanhat rahastot ; Y ; MERAASIAT ; Merita Aasia Tuotto ; 1
vanhat rahastot ; Y ; MERAMERIKK ; Merita Amerikka Kasvu ; 1
vanhat rahastot ; Y ; MERAMERIKT ; Merita Amerikka Tuotto ; 1
vanhat rahastot ; Y ; MEREUROPAK ; Merita Eurooppa Kasvu ; 1
vanhat rahastot ; Y ; MEREUROPAT ; Merita Eurooppa Tuotto ; 1
vanhat rahastot ; Y ; MERFENNIAK ; Merita Fennia Kasvu ; 1
vanhat rahastot ; Y ; MERFENNIAT ; Merita Fennia Tuotto ; 1
vanhat rahastot ; Y ; MERGRANITK ; Merita Graniitti Kasvu ; 1
vanhat rahastot ; Y ; MERGRANITT ; Merita Graniitti Tuotto ; 1
vanhat rahastot ; Y ; MERKORKOK ; Merita Korko Kasvu ; 1
vanhat rahastot ; Y ; MERKORKOT ; Merita Korko Tuotto ; 1
vanhat rahastot ; Y ; MERMAAILMK ; Merita Maailma Kasvu ; 1
vanhat rahastot ; Y ; MERMAAILMT ; Merita Maailma Tuotto ; 1
vanhat rahastot ; Y ; MERNORDIAK ; Merita Nordia Kasvu ; 1
vanhat rahastot ; Y ; MERNORDIAT ; Merita Nordia Tuotto ; 1
vanhat rahastot ; Y ; MEROBLIGAK ; Merita Obligaatio Kasvu ; 1
vanhat rahastot ; Y ; MEROBLIGAT ; Merita Obligaatio Tuotto ; 1
vanhat rahastot ; Y ; MEROPTIMAK ; Merita Optima Kasvu ; 1
vanhat rahastot ; Y ; MEROPTPLUK ; Merita Optima Plus Kasvu ; 1
vanhat rahastot ; Y ; MEROPTPLUT ; Merita Optima Plus Tuotto ; 1
vanhat rahastot ; Y ; MEROPTIMAT ; Merita Optima Tuotto ; 1
vanhat rahastot ; Y ; MNPREKORKK ; Merita Pro Euro Korko Kasvu ; 1
vanhat rahastot ; Y ; MNPREKORKT ; Merita Pro Euro Korko Tuotto ; 1
vanhat rahastot ; Y ; MERPREOBLK ; Merita Pro Euro Obl. Kasvu ; 1
vanhat rahastot ; Y ; MERPREOBLT ; Merita Pro Euro Obligaatio Tuotto ; 1
vanhat rahastot ; Y ; MERPROSUOMK ; Merita Pro Suomi Kasvu ; 1
vanhat rahastot ; Y ; MERPROSUOMT ; Merita Pro Suomi Tuotto ; 1
vanhat rahastot ; Y ; MNPRCORBOK ; MeritaNB Pro Corporate Bond Kasvu ; 1
vanhat rahastot ; Y ; MNPRCORBOT ; MeritaNB Pro Corporate Bond Tuotto ; 1
vanhat rahastot ; Y ; MERAVANTIK ; MeritaNordbanken Avanti Kasvu ; 1
vanhat rahastot ; Y ; MERAVANTIT ; MeritaNordbanken Avanti Tuotto ; 1
vanhat rahastot ; Y ; MNEKORKOK ; MeritaNordbanken Euro Korko Kasvu ; 1
vanhat rahastot ; Y ; MNEMIDIKOK ; MeritaNordbanken Euro Midi Kasvu ; 1
vanhat rahastot ; Y ; MNEMIDIKOT ; MeritaNordbanken Euro Midi Tuotto ; 1
vanhat rahastot ; Y ; MNEOBLIGAK ; MeritaNordbanken Euro Obl. Kasvu ; 1
vanhat rahastot ; Y ; MNEOBLIGAT ; MeritaNordbanken Euro Obl. Tuotto ; 1
vanhat rahastot ; Y ; MNEKORKOT ; MeritaNordbanken Eurok. Tuotto ; 1
vanhat rahastot ; Y ; MNEUROLANK ; MeritaNordbanken Eurol. Kasvu ; 1
vanhat rahastot ; Y ; MNEUROLANT ; MeritaNordbanken Eurol. Tuotto ; 1
vanhat rahastot ; Y ; MERFORESTAK ; MeritaNordbanken Foresta Kasvu ; 1
vanhat rahastot ; Y ; MERFORESTAT ; MeritaNordbanken Foresta Tuotto ; 1
vanhat rahastot ; Y ; MNITK ; MeritaNordbanken IT Kasvu ; 1
vanhat rahastot ; Y ; MNITT ; MeritaNordbanken IT Tuotto ; 1
vanhat rahastot ; Y ; MNMEDICAK ; MeritaNordbanken Medica L.S. K. ; 1
vanhat rahastot ; Y ; MNMEDICAT ; MeritaNordbanken Medica L.S. T. ; 1
vanhat rahastot ; Y ; MNSMALCAPT ; MeritaNordbanken Nordic Sm. Cap T. ; 1
vanhat rahastot ; Y ; MNSMALCAPK ; MeritaNordbanken Nordic Sm.Cap K. ; 1
vanhat rahastot ; Y ; MNPRBALANK ; MeritaNordbanken Pro Bal. K. ; 1
vanhat rahastot ; Y ; MNPRBALANT ; MeritaNordbanken Pro Bal. Tuotto ; 1
vanhat rahastot ; Y ; MNPREUROPK ; MeritaNordbanken Pro Eur. K. ; 1
vanhat rahastot ; Y ; MNPREUROPT ; MeritaNordbanken Pro Eur. Tuotto ; 1
vanhat rahastot ; Y ; NDAIEUFIK ; Nordea Itä-Eurooppa.fi Kasvu ; 1
vanhat rahastot ; Y ; NDAIEUFIT ; Nordea Itä-Eurooppa.fi Tuotto ; 1
vanhat rahastot ; Y ; SELIGJOUSA ; Seligson & Co Joustosalkku A ; 1
vanhat rahastot ; Y ; SELIGJOUSB ; Seligson & Co Joustosalkku B ; 1
vanhat rahastot ; Y ; PHALANXA ; Seligson Phalanx A ; 1
vanhat rahastot ; Y ; PHALANXB ; Seligson Phalanx B ; 1
vanhat rahastot ; Y ; SELIGVAKAA ; Seligson & Co Vakaasalkku A ; 1
vanhat rahastot ; Y ; SELIGVAKAB ; Seligson & Co Vakaasalkku B ; 1
vanhat rahastot ; Y ; SELIGT2010 ; Tapiola 2010 Seligson & Co ; 1
vanhat rahastot ; Y ; SELIGT2015 ; Tapiola 2015 Seligson & Co ; 1
vanhat rahastot ; Y ; SELIGT2020 ; Tapiola 2020 Seligson & Co ; 1
vanhat rahastot ; Y ; SELIGT2025 ; Tapiola 2025 Seligson & Co ; 1
vanhat rahastot ; Y ; SELIGMAAIL ; Tapiola Maailma Seligson & Co ; 1
vanhat rahastot ; Y ; TREVISEAAA ; Trevise Active Asset Allocation (AAA) A ; 1
vanhat rahastot ; Y ; TREVISEAAB ; Trevise Active Asset Allocation (AAA) B ; 1
vanhat rahastot ; Y ; TREVISEAAK ; Trevise Active Asset Allocation Kasvu ; 1
vanhat rahastot ; Y ; TREVISEAAT ; Trevise Active Asset Allocation Tuotto ; 1
vanhat rahastot ; Y ; TREVEUOBLK ; Trevise Euro-obligaatio Kasvu ; 1
vanhat rahastot ; Y ; TREVEUOBLT ; Trevise Euro-obligaatio Tuotto ; 1
vanhat rahastot ; Y ; TREVEUKORA ; Trevise Eurokorko A ; 1
vanhat rahastot ; Y ; TREVEUKORB ; Trevise Eurokorko B ; 1
vanhat rahastot ; Y ; TREVEUKORK ; Trevise Eurokorko Kasvu ; 1
vanhat rahastot ; Y ; TREVEUKORT ; Trevise Eurokorko Tuotto ; 1
vanhat rahastot ; Y ; TREEULANDA ; Trevise Euroland A ; 1
vanhat rahastot ; Y ; TREEULANDB ; Trevise Euroland B ; 1
vanhat rahastot ; Y ; TREEULANDK ; Trevise Euroland Kasvu ; 1
vanhat rahastot ; Y ; TREEULANDT ; Trevise Euroland Tuotto ; 1
vanhat rahastot ; Y ; TREVISEGLO ; Trevise Global Equity Fund ; 1
vanhat rahastot ; Y ; TREVSUOMIA ; Trevise Suomi A ; 1
vanhat rahastot ; Y ; TREVSUOMIB ; Trevise Suomi B ; 1
vanhat rahastot ; Y ; TREVSUOMIK ; Trevise Suomi Kasvu ; 1
vanhat rahastot ; Y ; TREVSUOMIT ; Trevise Suomi Tuotto ; 1
vanhat rahastot ; Y ; ALBEUBO ; Ålandsbanken Euro Bond ; 1
vanhat rahastot ; Y ; ALBEUACTPF ; Ålandsbanken Europe Active Portfolio ; 1
vanhat rahastot ; Y ; ALBGLOBLUE ; Ålandsbanken Global Blue Chip ; 1
vanhat rahastot ; Y ; ALBSHINDLO ; Ålandsbanken Share Index Loan ; 1
vanhat indeksiosuudet ; S ; SLGOMXH25 ; OMXH25-indeksiosuus ; 1
NYSE ; S ; AAPL ; Apple ; 1 ; USD ; USA
NYSE ; S ; AEM ; Agnico Eagle Mines ; 1 ; USD ; Kanada
NYSE ; S ; AFL ; Aflac ; 1 ; USD ; USA
NYSE ; S ; AXP ; American Express ; 1 ; USD ; USA
NYSE ; S ; ASHR ; Deutche CSI300 China A-shares ; 1 ; USD ; Kehittyvät
NYSE ; S ; BPY ; Brookfield Property Partners ; 1 ; USD
NYSE ; S ; CNDA ; IQ Canada Small Cap ETF ; 1 ; USD ; Kanada
NYSE ; S ; BRKB ; Berkshire Hathaway B ; 1 ; USD ; USA
NYSE ; S ; BUD ; Anheuser-Busch Inbev ; 1  ; USD ; Belgia
NYSE ; S ; COP ; ConocoPhillips ; 1; USD ; USA
NYSE ; S ; CRESY ; Cresud Sacifya ADR ; 1; USD ; Argentiina
NYSE ; S ; DBC ; DB Commodity index ETF ; 1; USD ; USA
NYSE ; S ; DEO ; Diageo ADS ; 1; USD ; Britannia
NYSE ; S ; EWZ ; IShare MSCI Brazil ETF; 1; USD ; USA
NYSE ; S ; FNV ; Franco-Nevada ; 1 ; USD ; USA
NYSE ; S ; GDX ; Market Vectors Gold Miners ETF ; 1 ; USD ; USA
NYSE ; S ; GEE ; General Electric ; 1; USD ; USA
NYSE ; S ; GEO ; Geo group ; 1 ; USD ; USA
NYSE ; S ; GM ; General Motors ; 1 ; USD ; USA
NYSE ; S ; GILD ; Gilead ; 1 ; USD ; USA
NYSE ; S ; GLD ; Streettracks Gold Trust ; 1; USD ; USA
NYSE ; S ; GOOG ; Google ; 1 ; USD ; USA
NYSE ; S ; HCP ; HCP ; 1 ; USD ; USA
NYSE ; S ; IBM ;  IBM ; 1 ; USD ; USA
NYSE ; S ; JNJ ; Johnson & Johnson ; 1; USD ; USA
NYSE ; S ; KHC ; Kraft Heinz ; 1; USD ; USA
NYSE ; S ; KGC ; Kinross Gold Corp ; 1; USD ; Kanada
NYSE ; S ; KMI ; Kinder Morgan ; 1 ; USD ; USA
NYSE ; S ; KOO ; Coca-Cola Co ; 1 ; USD ; USA
NYSE ; S ; LAND ; Gladstone Land REIT ; 1 ; USD ; USA
NYSE ; S ; MO ;  Altria ; 1 ; USD ; USA
NYSE ; S ; MA ; Mastercard ; 1 ; USD ; USA
NYSE ; S ; MSFT ; Microsoft ; 1 ; USD ; USA
NYSE ; S ; NEM ; Newmont Mining ; 1 ; USD ; USA
NYSE ; S ; O ;  Realty Income ; 1 ; USD ; USA
NYSE ; S ; OHI ; Omega Healthcare ; 1 ; USD ; USA
NYSE ; S ; PGG ; Procter & Gamble ; 1; USD ; USA
NYSE ; S ; PMM ; Philip Morris Intl ; 1; USD ; USA
NYSE ; S ; POT ;  Potash ; 1 ; USD ; USA
NYSE ; S ; PFF ; iShares US Preferred Stock ; 1 ; USD ; USA
NYSE ; S ; PSEC ; Prospect Capital ; 1 ; USD ; USA
NYSE ; S ; SLV ; Ishares silver trust ; 1; USD ; USA
NYSE ; S ; RESN ; Resonant Inc ; 1 ; USD ; USA
NYSE ; S ; RDS.A ; Royal Dutch Shell A; 1 ; USD ; USA
NYSE ; S ; RDS.B ; Royal Dutch Shell B; 1 ; USD ; USA
NYSE ; S ; SPG ; Simon Property Group ; 1 ; USD ; USA
NYSE ; S ; STAG ; Stag ; 1 ; USD ; USA
NYSE ; S ; TGT ; Target ; 1 ; USD ; USA
NYSE ; S ; USO ; U.S. Oil Fund ETF ; 1; USD ; USA
NYSE ; S ; UL ; Unilever ; 1 ; USD ; Eurooppa
NYSE ; S ; XOM ; Exxon ; 1 ; USD ; USA
NYSE ; S ; WMT ; Wal-mart Stores ; 1; USD ; USA
NYSE ; S ; VGK ; Vanguard Europe ; 1 ; USD ; Eurooppa
NYSE ; S ; VNM ; Vietnam ETF ; 1 ; USD ; Kehittyvät
NYSE ; S ; VTI ; Vanguard Total Stock Market ; 1 ; USD ; USA
NYSE ; S ; VTR ; Ventas ; 1 ; USD ; USA
NYSE ; S ; WPC ; W.P. Carey ; 1 ; USD ; USA
NYSE ; S ; APH ; Amphenol ; 1 ; USD ; USA
NYSE ; S ; IRM ; Iron Mountain ; 1 ; USD ; USA
NYSE ; S ; WY ; Weyerhaeuser ; 1 ; USD ; USA
TSX ; S ; CNQ ; CDN Natural Resources ; 1 ; CAD ; Kanada
TSX ; S ; MTA ; Metalla ; 1 ; CAD ; Kanada
OMXS ; S ; ASPIRE ; Aspire ; 1 ; SEK ; Ruotsi
OMXS ; S ; BACKA ; Backaheden ; 1 ; SEK ; Ruotsi
OMXS ; S ; BETSB ; Betsson B ; 1 ; SEK ; Ruotsi
OMXS ; S ; BITCOINXBT ; Bitcoin XBT ; 1 ; SEK ; Ruotsi
OMXS ; S ; CTA ; Catena Media ; 1 ; SEK ; Ruotsi
OMXS ; S ; CFAB ; Cloetta Fazer B ; 1 ; SEK ; Ruotsi
OMXS ; S ; CIBUS ; Cibus ; 1 ; SEK ; Ruotsi
OMXS ; S ; HMB ; Hennes & Mauritz B ; 1 ; SEK ; Ruotsi
OMXS ; S ; AZN ; Astra Zeneca ; 1 ; SEK ; Britannia
OMXS ; S ; ERIC B ; Ericsson B ; 1 ; SEK ; Ruotsi
OMXS ; S ; EVO ; Evolution Gaming ; 1 ; SEK ; Ruotsi
OMXS ; S ; INTRUM ; Intrum ; 1 ; SEK ; Ruotsi
OMXS ; S ; SAVE ; Nordnet ; 1 ; SEK ; Ruotsi
OMXS ; S ; SHBA ; Svenska Handelsbanken ; 1 ; SEK ; Ruotsi
OMXS ; S ; SWED ; Swedbanken ; 1 ; SEK ; Ruotsi
OMXS ; S ; SHRTTSL ; Minishort Tesla VT 139 ; 1 ; SEK ; USA
OMXS ; S ; BEARNTFLX ; Bear Netflix ; 1 ; SEK ; USA
OMXS ; S ; KINDRED ; Kindred Group ; 1 ; SEK ; Ruotsi
OMXS ; S ; NILORN ; Nilörn Group ; 1 ; SEK ; Ruotsi
OMXS ; S ; LOOMIS ; Loomis ; 1 ; SEK ; Ruotsi
OMXS ; S ; NIBE ; Nibe ; 1 ; SEK ; Ruotsi
OMXS ; S ; NOLATO ; Nolato ; 1 ; SEK ; Ruotsi
OMXS ; S ; TOP ; Top Danmark ; 1 ; DKK ; Tanska
OMXS ; S ; THUNDR ; Thunderful Group ; 1 ; SEK ; Ruotsi
XTRA ; S ; 4GLD ; Xetra-Gold ; 1 ; EUR ; Maailma
XTRA ; S ; DXET ; Eurostoxx 50 ETF ; 1 ; EUR; Eurooppa
XTRA ; S ; IS3N ; iShares EM ETF ; 1 ; EUR; Kehittyvät
XTRA ; S ; EUNL ; iShares World ETF ; 1 ; EUR; Maailma
XTRA ; S ; XDUK ; FTSE 100 ETF ; 1 ; EUR; Britannia
XTRA ; S ; SXR8 ; iShares core S&P 500 ETF ; 1 ; EUR; USA
XTRA ; S ; DBXV ; Russia ETF ; 1 ; EUR; Kehittyvät
XTRA ; S ; DBX6 ; Brasilia ETF ; 1 ; EUR; Kehittyvät
XTRA ; S ; DX2X ; Euro Stoxx 600 ETF ; 1 ; EUR ; Eurooppa
XTRA ; S ; G2X ; Gold Miners ETF ; 1 ; EUR ; Maailma
XTRA ; S ; G2XJ ; Junior Gold Miners ETF ; 1 ; EUR ; Maailma
XTRA ; S ; SPPX ; US Bond 10+ year ETF ; 1 ; EUR ; USA
XTRA ; S ; VZLC ; WisdomTree Physical Silver ; 1 ; EUR ; Maailma
